"Report_Name","Journal Article Requests"
"Report_ID","IR_A1"
"Release","5"
"Institution_Name","Johnson Matthey"
"Institution_ID","mu-0000036"
"Metric_Types","Total_Item_Requests"
"Report_Filters","Data_Type=Journal|Article; Access_Method=Regular"
"Report_Attributes",""
"Exceptions",""
"Reporting_Period","2018-01-01 to 2018-05-31"
"Created","2018-07-03"
"Created_By","MPS"

"Item","Publisher","Publisher_ID","Platform","Authors","Publication_Date","Article_Version","DOI","Proprietary_ID","ISBN","Print_ISSN","Online_ISSN","URI","Parent_Title","Parent_Data_Type","Parent_DOI","Parent_Proprietary_ID","Parent_ISBN","Parent_Print_ISSN","Parent_Online_ISSN","Parent_URI","Metric_Type","Reporting_Period_Total","Jan-2018","Feb-2018","Mar-2018","Apr-2018","May-2018"
"Molecular dynamics simulation of spin–lattice NMR relaxation in poly-l-lysine dendrimers: manifestation of the semiflexibility effect","","","rsc.org","Royal Society of Chemistry","2015","","10.1039/c4cp04825c","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","2","0","0","0","0","2"
"Influence of chlorine coordination number on the catalytic mechanism of ruthenium chloride catalysts in the acetylene hydrochlorination reaction: a DFT study","","","rsc.org","Royal Society of Chemistry","2015","","10.1039/c5cp00231a","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","0","0","0","0","0","0"
"Simultaneous detection of electronic structure changes from two elements of a bifunctional catalyst using wavelength-dispersive X-ray emission spectroscopy and in situ electrochemistry","","","rsc.org","Royal Society of Chemistry","2015","","10.1039/c5cp01023c","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","2","0","0","0","0","2"
"Correlation of the changes in the framework and active Cu sites for typical Cu/CHA zeolites (SSZ-13 and SAPO-34) during hydrothermal aging","","","rsc.org","Royal Society of Chemistry","2015","","10.1039/c5cp05128b","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","1"
"Characterisation of the solid electrolyte interface during lithiation/delithiation of germanium in an ionic liquid","","","rsc.org","Royal Society of Chemistry","2016","","10.1039/c5cp06184a","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","1"
"Characterization of Fe2+ ions in Fe,H/SSZ-13 zeolites: FTIR spectroscopy of CO and NO probe molecules","","","rsc.org","Royal Society of Chemistry","2016","","10.1039/c6cp00136j","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","1"
"An INS study of entrapped organic cations within the micropores of zeolite RTH","","","rsc.org","Royal Society of Chemistry","2016","","10.1039/c6cp00971a","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","1"
"Effect of graphene support on large Pt nanoparticles","","","rsc.org","Royal Society of Chemistry","2016","","10.1039/c6cp07334d","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","1"
"The mechanism of ammonium bisulfate formation and decomposition over V/WTi catalysts for NH3-selective catalytic reduction at various temperatures","","","rsc.org","Royal Society of Chemistry","2017","","10.1039/c7cp02324c","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","0","0","0","0","0","0"
"Distribution of aluminum over different T-sites in ferrierite zeolites studied with aluminum valence to core X-ray emission spectroscopy","","","rsc.org","Royal Society of Chemistry","2017","","10.1039/c7cp05001a","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","1"
"On the underlying mechanisms of the low observed nitrate selectivity in photocatalytic NO  x   abatement and the importance of the oxygen reduction reaction","","","rsc.org","Royal Society of Chemistry","2017","","10.1039/c7cp05960d","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","0","0","0","0","0","0"
"Molecular cocrystals: design, charge-transfer and optoelectronic functionality","","","rsc.org","Royal Society of Chemistry","2018","","10.1039/c7cp07167a","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","1"
"The p(O2)–T stability domain of cubic perovskite Ba0.5Sr0.5Co0.8Fe0.2O3-d","","","rsc.org","Royal Society of Chemistry","2018","","10.1039/c7cp07307k","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","0","0","0","0","0","0"
"Effect of Al content on the strength of terminal silanol species in ZSM-5 zeolite catalysts: a quantitative DRIFTS study without the use of molar extinction coefficients","","","rsc.org","Royal Society of Chemistry","2018","","10.1039/c7cp07826a","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","1"
"Size-dependent magnetic and inductive heating properties of Fe3O4 nanoparticles: scaling laws across the superparamagnetic size","","","rsc.org","Royal Society of Chemistry","2018","","10.1039/c7cp08631h","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","0","0","0","0","0","0"
"Using neutrons, X-rays and nuclear magnetism to determine the role of transition metal oxide inclusions on both glass structure and stability in automotive glass enamels","","","rsc.org","Royal Society of Chemistry","2018","","10.1039/c8cp00427g","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","4","0","0","0","0","4"
"An in situ XAS study of the activation of precursor-dependent Pd nanoparticles","","","rsc.org","Royal Society of Chemistry","2018","","10.1039/c8cp00517f","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","1"
"Tracking the energy flow in the hydrogen exchange reaction OH + H2O ? H2O + OH","","","rsc.org","Royal Society of Chemistry","2018","","10.1039/c8cp00938d","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","0","0","0","0","0","0"
"Multinuclear solid-state NMR study: a powerful tool for understanding the structure of ZnO hybrid nanoparticles","","","rsc.org","Royal Society of Chemistry","2018","","10.1039/c8cp01096j","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","1"
"Cocrystals of a 1,2,4-thiadiazole-based potent neuroprotector with gallic acid: solubility, thermodynamic stability relationships and formation pathways","","","rsc.org","Royal Society of Chemistry","2018","","10.1039/c8cp02532k","","","1463-9076","1463-9084","","Physical Chemistry Chemical Physics","Journal","10.1039/1463-9084/1999","","","1463-9076","1463-9084","","Total_Item_Requests","1","0","0","0","0","1"
"Metal-organic frameworks","","","rsc.org","Royal Society of Chemistry","2003","","10.1039/b200393g","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","1","0","0","0","0","1"
"Spin forbidden chemical reactions of transition metal compounds. New ideas and new computational challenges","","","rsc.org","Royal Society of Chemistry","2003","","10.1039/b200675h","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","1","0","0","0","0","1"
"Solvent resistant nanofiltration: separating on a molecular level","","","rsc.org","Royal Society of Chemistry","2008","","10.1039/b610848m","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","0","0","0","0","0","0"
"The nature of the active site in heterogeneous metal catalysis","","","rsc.org","Royal Society of Chemistry","2008","","10.1039/b800260f","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","2","0","0","0","0","2"
"Heterogeneous photocatalyst materials for water splitting","","","rsc.org","Royal Society of Chemistry","2009","","10.1039/b800489g","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","1","0","0","0","0","1"
"Selective gas adsorption and separation in metal–organic frameworks","","","rsc.org","Royal Society of Chemistry","2009","","10.1039/b802426j","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","1","0","0","0","0","1"
"Visible light photoredox catalysis: applications in organic synthesis","","","rsc.org","Royal Society of Chemistry","2011","","10.1039/b913880n","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","0","0","0","0","0","0"
"Analysing and understanding the active site by IR spectroscopy","","","rsc.org","Royal Society of Chemistry","2010","","10.1039/b919543m","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","0","0","0","0","0","0"
"Identifying reaction intermediates and catalytic active sites through in situ characterization techniques","","","rsc.org","Royal Society of Chemistry","2010","","10.1039/c0cs00016g","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","0","0","0","0","0","0"
"Probing the surfaces of heterogeneous catalysts by in situ IR spectroscopy","","","rsc.org","Royal Society of Chemistry","2010","","10.1039/c0cs00117a","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","0","0","0","0","0","0"
"Green chemistry oriented organic synthesis in water","","","rsc.org","Royal Society of Chemistry","2012","","10.1039/c1cs15222j","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","0","0","0","0","0","0"
"Recent advances in copper-catalyzed dehydrogenative functionalization via a single electron transfer (SET) process","","","rsc.org","Royal Society of Chemistry","2012","","10.1039/c2cs15323h","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","1","0","0","0","0","1"
"High surface area crystalline titanium dioxide: potential and limits in electrochemical energy storage and catalysis","","","rsc.org","Royal Society of Chemistry","2012","","10.1039/c2cs35013k","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","1","0","0","0","0","1"
"Action of bimetallic nanocatalysts under reaction conditions and during catalysis: evolution of chemistry from high vacuum conditions to reaction conditions","","","rsc.org","Royal Society of Chemistry","2012","","10.1039/c2cs35185d","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","0","0","0","0","0","0"
"Investigation of solid/vapor interfaces using ambient pressure X-ray photoelectron spectroscopy","","","rsc.org","Royal Society of Chemistry","2013","","10.1039/c3cs60057b","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","0","0","0","0","0","0"
"Ionic liquid thermal stabilities: decomposition mechanisms and analysis tools","","","rsc.org","Royal Society of Chemistry","2013","","10.1039/c3cs60071h","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","1","0","0","0","0","1"
"Copper catalysed Ullmann type chemistry: from mechanistic aspects to modern development","","","rsc.org","Royal Society of Chemistry","2014","","10.1039/c3cs60289c","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","2","0","0","0","0","2"
"Recent advances in automotive catalysis for NO  x   emission control by small-pore microporous materials","","","rsc.org","Royal Society of Chemistry","2015","","10.1039/c5cs00108k","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","1","0","0","0","0","1"
"Tailoring and visualizing the pore architecture of hierarchical zeolites","","","rsc.org","Royal Society of Chemistry","2015","","10.1039/c5cs00155b","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","1","0","0","0","0","1"
"Fluid catalytic cracking: recent developments on the grand old lady of zeolite catalysis","","","rsc.org","Royal Society of Chemistry","2015","","10.1039/c5cs00376h","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","1","0","0","0","0","1"
"Probing zeolites by vibrational spectroscopies","","","rsc.org","Royal Society of Chemistry","2015","","10.1039/c5cs00396b","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","1","0","0","0","0","1"
"Development of deep subsurface Raman spectroscopy for medical diagnosis and disease monitoring","","","rsc.org","Royal Society of Chemistry","2016","","10.1039/c5cs00466g","","","0306-0012","1460-4744","","Chemical Society Reviews","Journal","10.1039/1460-4744/1972","","","0306-0012","1460-4744","","Total_Item_Requests","2","0","0","0","0","2"
