"Report_Name","Journal Article Requests"
"Report_ID","IR_A1"
"Release","5"
"Institution_Name","Stanford University"
"Institution_ID","rsc:2472"
"Metric_Types","Total_Item_Requests"
"Report_Filters","Data_Type=Journal|Article; Section_Type=Article; Access_Method=Regular"
"Report_Attributes",""
"Exceptions",""
"Reporting_Period","Begin_Date=2018-01-01; End_Date=2018-06-30"
"Created","2018-08-22"
"Created_By","MPS"

"Item","Publisher","Publisher_ID","Platform","Authors","Publication_Date","Article_Version","DOI","Proprietary_ID","ISBN","Print_ISSN","Online_ISSN","URI","Parent_Title","Parent_Data_Type","Parent_DOI","Parent_Proprietary_ID","Parent_ISBN","Parent_Print_ISSN","Parent_Online_ISSN","Parent_URI","Metric_Type","Reporting_Period_Total","Jan-2018","Feb-2018","Mar-2018","Apr-2018","May-2018","Jun-2018"
"Influence of Li2O2 morphology on oxygen reduction and evolution kinetics in Li–O2 batteries","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ee40998h","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","1","0","0","0","0","0","1"
"Highly durable all-fiber nanogenerator for mechanical energy harvesting","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ee41063c","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","23","0","0","0","0","0","23"
"Performance enhancement of thin-film amorphous silicon solar cells with low cost nanodent plasmonic substrates","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ee41139g","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","3","0","0","0","0","0","3"
"Effects of catalyst material and atomic layer deposited TiO2 oxide thickness on the water oxidation performance of metal–insulator–silicon anodes","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ee41178h","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","3","0","0","0","0","0","3"
"Status and perspectives of CO2 conversion into fuels and chemicals by catalytic, photocatalytic and electrocatalytic processes","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ee41272e","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","1","0","0","0","0","0","1"
"A low-cost and high performance ball-milled Si-based negative electrode for high-energy Li-ion batteries","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ee41318g","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","2","0","0","0","0","0","2"
"Elastic carbon foam via direct carbonization of polymer foam for flexible electrodes and organic chemical absorption","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ee41436a","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","1","0","0","0","0","0","1"
"Oxygen evolution catalysts on supports with a 3-D ordered array structure and intrinsic proton conductivity for proton exchange membrane steam electrolysis","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ee41438h","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","1","0","0","0","0","0","1"
"Increasing the power output of a CdTe solar cell via luminescent down shifting molecules with intramolecular charge transfer and aggregation-induced emission characteristics","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ee42001a","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","1","0","0","0","0","0","1"
"A new model for electron flow during anaerobic digestion: direct interspecies electron transfer to Methanosaeta for the reduction of carbon dioxide to methane","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ee42189a","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","2","0","0","0","0","0","2"
"Carbon capture and storage update","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ee42350f","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","4","0","0","0","0","0","4"
"First-row transition metal dichalcogenide catalysts for hydrogen evolution reaction","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ee42413h","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","2","0","0","0","0","0","2"
"Electrochemical energy storage in a sustainable modern society","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ee42613k","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","1","0","0","0","0","0","1"
"Atomic layer deposition of solid-state electrolyte coated cathode materials with superior high-voltage cycling behavior for lithium ion battery application","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ee42704h","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","1","0","0","0","0","0","1"
"The panoscopic approach to high performance thermoelectrics","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ee43099e","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","3","0","0","0","0","0","3"
"Towards sustainable wastewater treatment by using microbial fuel cells-centered technologies","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ee43106a","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","4","0","0","0","0","0","4"
"Metal–organic frameworks as solid magnesium electrolytes","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ee43143f","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","2","0","0","0","0","0","2"
"Designing the next generation high capacity battery electrodes","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ee43154a","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","2","0","0","0","0","0","2"
"Progress in flexible lithium batteries and future prospects","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ee43182g","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","1","0","0","0","0","0","1"
"Quantifying the potential of ultra-permeable membranes for water desalination","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ee43221a","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","1","0","0","0","0","0","1"
"Facile synthesis of Li2S–polypyrrole composite structures for high-performance Li2S cathodes","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ee43395a","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","4","0","0","0","0","0","4"
"Edge-carboxylated graphene nanoplatelets as oxygen-rich metal-free cathodes for organic dye-sensitized solar cells","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ee43732a","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","1","0","0","0","0","0","1"
"Formamidinium lead trihalide: a broadly tunable perovskite for efficient planar heterojunction solar cells","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ee43822h","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","1","0","0","0","0","0","1"
"Novel “3-D spacer” all fibre piezoelectric textiles for energy harvesting applications","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ee43987a","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","4","0","0","0","0","0","4"
"Stainless steel foam increases the current produced by microbial bioanodes in bioelectrochemical systems","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ee44114h","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","2","0","0","0","0","0","2"
"Alkali-metal-enhanced grain growth in Cu2ZnSnS4 thin films","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ee44130j","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","2","0","0","0","0","0","2"
"Ultrafast high-capacity NiZn battery with NiAlCo-layered double hydroxide","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ee00317a","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","1","0","0","0","0","0","1"
"Highly active and durable non-precious-metal catalysts encapsulated in carbon nanotubes for hydrogen evolution reaction","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ee00370e","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","2","0","0","0","0","0","2"
"New insights into the electrochemical hydrogen oxidation and evolution reaction mechanism","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ee00440j","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","5","0","0","0","0","0","5"
"Na0.67Mn1-x  Mg  x  O2 (0 =x= 0.2): a high capacity cathode for sodium-ion batteries","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ee00465e","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","3","0","0","0","0","0","3"
"Morphology control strategies for solution-processed organic semiconductor thin films","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ee00688g","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","3","0","0","0","0","0","3"
"Light trapping in photonic crystals","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ee00839a","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","1","0","0","0","0","0","1"
"Organohalide lead perovskites for photovoltaic applications","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ee00942h","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","1","0","0","0","0","0","1"
"Molybdenum phosphide as an efficient electrocatalyst for the hydrogen evolution reaction","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ee00957f","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","2","0","0","0","0","0","2"
"Lead-free organic–inorganic tin halide perovskites for photovoltaic applications","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ee01076k","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","2","0","0","0","0","0","2"
"Highly efficient charge-carrier generation and collection in polymer/polymer blend solar cells with a power conversion efficiency of 5.7%","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ee01326c","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","1","0","0","0","0","0","1"
"Improved lithium–sulfur batteries with a conductive coating on the separator to prevent the accumulation of inactive S-related species at the cathode–separator interface","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ee01377h","","","1754-5692","1754-5706","","Energy & Environmental Science","Journal","10.1039/1754-5706/2008","","","1754-5692","1754-5706","","Total_Item_Requests","2","0","0","0","0","0","2"
